lifetime_spend_groceries,lifetime_spend_electronics,percentage_of_products_bought_promotion,age,has_loyalty_card,years_as_customer,dependents_home,total_spend,pct_groceries,pct_electronics,pct_vegetables,pct_nonalcohol_drinks,pct_alcohol_drinks,pct_meat,pct_fish,pct_hygiene,pct_videogames,pct_petfood
11731.0,4553.0,0.631598739079086,56.0,1.0,6.0,2.0,18590.0,0.6310381891821506,0.2449166205222344,0.020064550725849645,0.017374932666084277,0.009521247931569403,0.0015061861134686061,0.011457772934600468,0.029693383379809663,0.013770844465998685,0.020656266698998026
13694.0,963.0,0.1498902493395143,51.0,1.0,13.0,1.0,20233.0,0.6768151006928528,0.04759551204667863,0.09944150595837736,0.0263431027215781,0.004695299734615233,0.002125240932510053,0.000741363115991879,0.09291751053764884,0.016458261175019712,0.032867098142306636
12407.0,0.0,0.0691255069323915,55.0,0.0,21.0,0.0,15549.0,0.797929122143359,0.0,0.03569361350766214,0.006495594530223201,0.0075889124214488885,0.08135571367061732,0.01755739907674192,0.03260659828537785,0.006495594530223201,0.014277445403064857
7493.0,1105.0,0.253609260797035,44.0,1.0,5.0,0.0,14049.429886572958,0.5333312459766028,0.0786508777264308,0.005978890252506957,0.05388118953747341,0.08064384114393312,0.06918430149329478,0.07708497789839326,0.0345209734817366,0.053627078628315304,0.013096616743586668
9187.0,8499.375,0.1865687348395157,57.0,1.0,5.0,0.0,22950.804886572958,0.4002909704201976,0.37033014767771494,0.01655715345158105,0.02579430221930521,0.03128430573219788,0.04653431549023305,0.04422502829830201,0.012940722566104136,0.03282803749209417,0.01921501229512432
16530.0,1156.0,0.1506456602849799,58.0,1.0,15.0,2.0,21309.38440106717,0.775714568347677,0.05424839933514305,0.08015247929448471,0.019052638520820137,0.01703474823413229,0.001267047389315625,0.003566503762518055,0.02407390039699687,0.010558728244296874,0.014330981781847132
22240.0,5085.712863814522,0.2754122773297123,55.0,1.0,12.0,3.0,35396.21286381452,0.6283158038046587,0.14367957580698354,0.036275067090161046,0.015199366117217013,0.05425721678088341,0.039467499006974285,0.04867752382893106,0.025030926356606458,0.005735076806310508,0.003361941576113057
29765.0,1543.0,0.1642509924715683,49.0,1.0,9.0,2.0,36542.42988657296,0.8145325861180213,0.04222488763245782,0.005199435288507443,0.011247199492508205,0.0175412527364909,0.023835305980473596,0.020004143136310215,0.033933156619732785,0.020617947050861066,0.010864083208091868
9281.0,254.0,-0.1311760446219992,26.0,0.0,8.0,0.0,12814.0,0.7242859316038245,0.019822069456671847,0.009754955441275515,0.004682378611812248,0.1208834078282862,0.010847510450698374,0.04666770683106207,0.05252068009582738,0.005540814690644493,0.004994537185933064
7981.0,2151.0,0.1973528031772604,78.0,1.0,9.0,1.0,14548.0,0.5485977416236064,0.14785537429299303,0.11403629286474916,0.05492163833570499,0.008592246297826187,0.010173219616626206,0.001649711289182628,0.09575199274297504,0.012235358728104492,0.006186417334434855
7237.0,591.0,0.1113161982340499,77.0,1.0,12.0,1.0,13512.0,0.5355979830106722,0.04373889843295665,0.1337329771038116,0.03752220220898311,0.0031083481119867666,0.02249851966771374,0.013025458754992164,0.16681468200995647,0.011323268122237507,0.03263765517586105
11107.0,108.0,0.9843236778987561,26.0,1.0,5.0,0.0,15139.0,0.7336680049298633,0.0071338925481610905,0.04095382759129515,0.010700838822241637,0.01202193003486406,0.0722636893304466,0.03216857102735603,0.04009511830309057,0.005878855896169787,0.04511526491105579
10490.0,8499.375,0.4091402734153587,29.0,1.0,8.0,1.0,23780.375,0.4411200393554768,0.357411309294276,0.004373354060340284,0.024137550294570414,0.029646294351345196,0.05252230020543284,0.03099194175452682,0.008620553676632291,0.028048338060067016,0.023128314742184197
8264.0,1660.0,0.157528602099963,79.0,1.0,19.0,3.0,15052.0,0.5490300255844405,0.110284346862315,0.017672070039383005,0.02650810505907451,0.03414828571519874,0.06803082601627142,0.09334307671177866,0.054411373542310834,0.01116130739329453,0.03541057643229753
35044.0,78.0,0.4308490612060748,81.0,1.0,9.0,1.0,40715.0,0.8607147221890834,0.001915755859226929,0.009701584158905603,0.013926071438226523,0.015252363956152858,0.024560972554191398,0.022350485024314172,0.03831511718453858,0.006999877177944549,0.006263048001318806
15333.0,883.0,0.0320563109521218,83.0,1.0,7.0,2.0,21246.0,0.7216887850810092,0.04156076418356037,0.0623646801168941,0.025934293392006525,0.0120963945585221,0.005506918923529516,0.007060152466063482,0.09681822415128388,0.004706768310708988,0.022263014109653513
20270.0,1816.0,0.0660401921930587,60.0,1.0,14.0,2.0,26682.0,0.7596881764497108,0.06806086474754192,0.07937935657229833,0.01900157402368048,0.015291207498346423,0.001499137990033963,0.0019863578367950007,0.03335582027825568,0.00891987104070208,0.012817629814790383
8829.0,345.0,0.6532370294994334,25.0,1.0,-3.0,0.0,13123.42768597342,0.6727663034376286,0.026288863369122423,-0.017112321391108454,0.009220152080184965,0.1262627437757561,0.07833319287958797,0.05775929980810086,0.006934163961130842,0.036194811885023624,0.003352782574612715
39047.0,3650.0,0.2331716143295922,35.0,1.0,7.0,3.0,47603.0,0.8202634270523635,0.07667583959692491,0.002646891997044531,0.015146104205310372,0.01552423163345959,0.011175766209743575,0.0193265129942934,0.02312879435512721,0.005629897263555034,0.010482532591470008
12067.0,274.0,0.5625619630219125,38.0,1.0,10.0,1.0,14656.667354208881,0.8233113044080687,0.018694563471269646,0.03688883273759618,0.008528541729593817,0.012076415089104843,0.05533317874160468,0.010711848412369834,0.01657948512233038,0.0035478733595110277,0.01432795010571761
