number_complaints,distinct_stores_visited,lifetime_spend_groceries,lifetime_spend_electronics,lifetime_spend_vegetables,lifetime_spend_nonalcohol_drinks,lifetime_spend_alcohol_drinks,lifetime_spend_meat,lifetime_spend_fish,lifetime_spend_hygiene,lifetime_spend_videogames,lifetime_spend_petfood,percentage_of_products_bought_promotion,age,years_as_customer,dependents_home
0.1479100408861026,-0.09787266885331057,-0.045713931249227596,0.9306351421466504,-0.13887353663722424,-0.2047980389542594,-0.7586218402755546,-2.3704212068937935,-0.42751432751672175,-0.026577562504508406,0.2600993747345482,0.43864734465522176,1.1355946370533352,0.04867025076100518,-0.9316444633089963,0.15230753216054882
-1.1722832805354506,-0.7047444214241004,0.1409827872005337,-0.21297980413255044,1.3074618944531329,0.4860138217597918,-1.332382947195482,-2.0169982361565126,-2.509759920944082,1.1686091139314543,0.5238501681380475,1.268322262553975,-0.647253208760393,-0.2287034342612771,0.4594192699392321,-0.6595488709670034
-0.14626832212375016,-0.7047444214241004,0.021889611575584687,-5.273863922858011,0.2018556777641918,-1.8027493994048265,-1.132799763224925,0.8309668847174765,-0.22907448993982324,-0.10944250109433082,-0.6699487299829913,-0.38803800854648796,-0.9461710191898629,-0.006804486243451278,2.049206393651493,-1.4714052740945556
1.4681033623076556,-1.3116161739948904,-0.5865992958989112,-0.11176796878064547,-1.4120388348583646,0.9703161669871082,0.9621195865541329,0.6078098794040372,0.8751498179253068,-0.15266603745163174,1.3439133354964323,-0.6708544324939923,-0.2633795173356442,-0.6170265932924723,-1.1303678537730288,-1.4714052740945556
2.128200023018432,-1.3116161739948904,-0.3406694490595462,1.3903175227579563,-0.12293875849914339,0.6309067501078047,0.5387044898233878,0.6875790523341077,0.8231339265175659,-0.6301889096738958,1.3439133354964323,0.6476631597876162,-0.5115027284299741,0.10414498776546163,-1.1303678537730288,-1.4714052740945556
0.1479100408861026,1.722742588859059,0.3681006674095461,-0.07856401251874799,1.1667767502547408,0.11052768967365781,-0.09385319806670574,-2.400169978350278,-1.2482209837416713,-0.09797896997679864,0.13073137363058143,0.09287351404968294,-0.6444573627134289,0.1596197247699181,0.8568660508672973,0.15230753216054882
-1.1722832805354506,-1.3116161739948904,0.7261427330776427,1.012116320468965,0.9217432917886395,0.4988991443538898,1.4521720942293612,0.915047298084542,1.2476894744310345,0.4347112484588302,0.02765752396552571,-1.3261575486431922,-0.18268452879902927,-0.006804486243451278,0.26069587947519945,0.9641639352881011
0.1479100408861026,1.722742588859059,1.0778244466741471,0.13396378306284343,-0.7163181988693949,0.12740928044600264,0.43344379826073276,0.5149006796512363,0.5599027874745259,0.7625797701009825,1.3439133354964323,0.48892119845209375,-0.5941027650737795,-0.33965290827019,-0.3354742919168984,0.15230753216054882
-1.1722832805354506,-0.7047444214241004,-0.3283862589754704,-1.1924609155422508,-1.073786034842817,-2.5135349499948982,1.252518380482909,-1.0357641683691396,0.3989049950966005,0.16660488225032077,-1.0204961101474084,-2.254322503970858,-1.2020109384568538,-1.6155718593726884,-0.534197682380931,-1.4714052740945556
0.1479100408861026,-0.09787266885331057,-0.510470042772902,0.3785131128609378,1.1417785822000404,1.0448766895194563,-1.0796844462514261,-0.9829458646921296,-2.1514334359497793,0.8760841626170658,-0.10391768792875156,-1.7449448166702655,-0.4715898902413621,1.2691144648590473,-0.3354742919168984,-0.6595488709670034
-1.1722832805354506,-0.09787266885331057,-0.6285431601961771,-0.5721089955725935,1.215167244790083,0.4170029276080478,-2.078720393522437,-0.37564489166931214,-0.5799269429576146,1.3456575386959195,-0.2553186406492054,0.6476631597876162,-0.7900193533946016,1.2136397278545907,0.26069587947519945,-0.6595488709670034
0.1479100408861026,2.329614341429849,-0.11166822037307796,-1.8184640490108224,0.2968639614622476,-1.1546247648951493,-0.7328787796035233,0.7079511766943798,0.2343525169859756,0.06599211204253093,-0.795917057832253,1.3086947169338126,2.4410623851501323,-1.6155718593726884,-1.1303678537730288,-1.4714052740945556
1.4681033623076556,-1.3116161739948904,-0.18063122229578976,1.3903175227579563,-1.2304577193686483,0.5882894515256394,0.5217490077809681,0.8201845073204198,0.5664571566015287,-0.9906555984965805,1.2214564220865636,0.9813594573022777,0.31225520098480253,-1.449147648359319,-0.534197682380931,-0.6595488709670034
2.128200023018432,-0.09787266885331057,-0.46842607946048703,0.1877636906835881,-0.4284688927490001,0.08654172068465223,0.2286138895396009,0.6519471297247172,1.0839782917413703,0.3580320575872271,-0.16177459807745165,0.9339161011447211,-0.618982955994257,1.3245892018635037,1.6517596127234278,0.9641639352881011
0.1479100408861026,1.1158708362882692,1.2748454897588133,-2.055558664493255,-0.08975644297808195,0.5713546890612217,0.40403422155340857,0.6318612228558473,0.7355483649395934,0.9865517980187413,0.3677028984049712,-0.17911435034837195,0.39260144019854365,1.4355386758724167,-0.3354742919168984,-0.6595488709670034
0.1479100408861026,-0.09787266885331057,0.2773956948290512,-0.27679001854107405,0.948732812520966,0.5318495698619203,-0.41370091949004767,-1.180694153705442,-0.7074844972392079,1.2564087907916175,-0.6798644070673977,0.7534793082403493,-1.0833675552841315,1.5464881498813294,-0.7329210728449637,0.15230753216054882
-1.1722832805354506,-0.7047444214241004,0.6142215456777813,0.25388130673780634,1.3515603457115033,0.4170029276080478,0.014463134815861697,-2.0768644902375604,-1.5331091094784293,0.4391040545949065,0.18701971931474878,0.2637750048556701,-0.9575900555029881,0.270569198778831,0.6581426604032647,0.15230753216054882
0.2375096431153445,-0.7047444214241004,-0.38862954781243864,-0.9676849071609951,-5.229676575313518,-1.5551999811600943,1.3151110041402074,0.6552489956111623,0.5889850484944654,-1.7776385246858848,0.8804061218691029,-2.8110127080254057,1.2156799589538576,-1.671046596377145,-2.72015497748529,-1.4714052740945556
0.1479100408861026,0.5089990837174793,1.4053657594664992,0.7678545934214199,-1.0669929939559504,0.9030419996960976,0.565456942299453,0.09757900869499239,0.7443137987138573,0.6466043738805904,0.3060282450826947,0.8343215329138068,-0.33902114449002996,-1.1162992263325804,-0.7329210728449637,0.9641639352881011
-1.1722832805354506,-0.7047444214241004,-0.011638791905557971,-1.1368460274629673,0.1794136140166408,-1.5105965935166397,-0.7586218402755546,0.45446514541808014,-0.6711006652174972,-0.825375845560366,-1.328841246323958,-0.47177607049011755,0.88008311899394,-0.949875015319211,-0.13675090145286578,-0.6595488709670034
1.4681033623076556,-1.3116161739948904,-0.25757007983621455,0.3860046438383728,-0.294626658598651,-0.9139056947910079,0.5031364959196074,-0.09837845606791422,0.3548236267348401,-0.15266603745163174,1.3439133354964323,0.07105322993725684,1.1328432089249716,-1.1162992263325804,-0.9316444633089963,0.9641639352881011
-1.1722832805354506,1.1158708362882692,-0.2106791845637222,0.4306974062196498,-0.223306144292525,-0.4016627374777057,0.3643551371127082,-0.0669037322365738,0.6530076438514252,0.6160081524293071,0.13073137363058143,0.6915467343770422,0.9806734847239041,0.6588923578100262,0.8568660508672973,-0.6595488709670034
0.1479100408861026,-1.3116161739948904,-0.39355952699616426,0.6902739993471524,1.3915725675690251,0.33284398347333677,-0.3310451283935474,-2.0364876690772316,-1.084633090866071,0.07557941838244207,-0.1981556585877368,-2.713309304710542,-0.9245529202803439,-0.5060771192835594,1.453036222259395,-0.6595488709670034
0.1479100408861026,-0.7047444214241004,-0.7544276822966135,0.7885421334314133,-0.34861792980233675,0.3212255528578523,0.7616994960705135,0.2710173412209963,0.7104834965029271,0.03665202208017269,1.3439133354964323,0.970329336970425,-0.07011873701929341,-0.06227922324790774,-0.13675090145286578,-1.4714052740945556
-1.1722832805354506,1.1158708362882692,-0.4741338287657907,0.5916015255445188,0.5315285680720275,0.4060733441529684,-0.6503310363022592,0.5649217632062604,0.18631374754116176,0.17382072822970104,-1.77562848275995,1.297587716866098,-1.1207944782266082,1.7129123608946988,-1.1303678537730288,-1.4714052740945556
0.1479100408861026,-1.3116161739948904,0.11443433673143683,0.019629014076485946,0.0007814493089871018,-0.1920552288693888,-3.9088527777139204,0.3250006066893608,0.291500360892214,0.16224963554832555,1.3439133354964323,1.4288477021305506,-0.8874619717457208,0.7698418318189392,1.05558944133133,-0.6595488709670034
-1.1722832805354506,-0.7047444214241004,1.3660398058011953,0.37129031650119576,0.3187237143844497,-1.7892606572236054,-0.2400832360762012,0.5331739984706276,0.6751648177004188,0.38503905791937953,-1.5392781490862792,0.9081838558121436,-1.2020109384568538,-0.45060238227910293,0.8568660508672973,0.16846767353328923
-1.1722832805354506,-0.09787266885331057,1.1995802384342034,1.1050785817233324,0.7755730761237762,0.9739593446077776,1.358900733893756,0.8540858513509634,0.7750998994323013,0.9158826258612129,0.6349980479443587,0.1960791968722416,-0.7705390123290383,-0.06227922324790774,1.8504830031874604,0.5582357337243249
-1.1722832805354506,1.1158708362882692,0.8930460945828919,-0.12250108919862064,0.6233292308981329,1.650243823692435,0.7442528145826067,0.7524410883874028,0.7801180767630784,0.7346493952791862,0.5564620461112296,0.20528212684493627,-1.2020109384568538,-1.6155718593726884,-2.521431587021257,0.15230753216054882
0.1479100408861026,1.722742588859059,-0.4529035957047465,-1.3496308231883096,-0.598765339210677,0.015624375772973495,-0.22232603852805796,0.033161728502702034,1.14286792965402,-0.8016589015472185,-0.7415020176364706,0.20068765497723862,-0.9741388534404798,-0.3951276452746465,0.26069587947519945,-0.6595488709670034
